id,status_group
69048,functional
39444,non functional
60872,non functional
63422,non functional
47530,non functional
34845,non functional
49924,non functional
66959,functional
38370,functional
43991,non functional
71243,non functional
31534,functional
62325,non functional
45419,functional
42209,functional
10326,functional
55084,functional
28881,functional
16457,non functional
69766,non functional
14976,functional
58749,functional
12402,functional
3548,non functional
28972,non functional
56470,functional
65593,functional
2157,functional
4583,functional
18099,non functional
16208,functional
13501,non functional
56843,functional
29857,functional
46100,non functional
40019,non functional
38851,non functional
15581,functional needs repair
5947,functional
32012,functional
10436,functional
59571,functional
26057,non functional
66112,functional
36507,functional
46023,functional
7962,non functional
21784,functional
49041,non functional
38853,non functional
67117,non functional
13614,functional
17203,non functional
25709,functional
29196,non functional
66217,non functional
6453,non functional
16938,non functional
28187,functional
60456,non functional
448,functional
13808,functional
4204,functional
53048,non functional
9158,non functional
11281,functional
29961,functional needs repair
32649,functional
33534,functional
29410,functional
5651,functional
63370,functional
20424,non functional
29506,non functional
25736,functional
71411,non functional
34239,functional
53934,functional
61720,non functional
16892,functional
43120,functional
63209,non functional
9547,non functional
58632,functional
68302,functional
48497,functional
67448,functional
34805,functional
29418,functional
71965,functional
73549,functional
670,functional
30313,non functional
3070,non functional
68401,non functional
67778,non functional
52987,non functional
51132,functional
56217,non functional
22311,functional
53784,functional
64767,non functional
70714,non functional
12907,functional needs repair
37325,functional
7339,non functional
68948,functional
4079,non functional
34462,non functional
343,non functional
68570,functional
16068,non functional
20164,functional
36128,functional
72901,functional
39915,functional
29315,non functional
7251,non functional
64599,functional
47045,functional
69331,functional
30884,functional
61112,non functional
3994,non functional
63459,functional needs repair
15594,functional
14164,non functional
73806,functional
56716,functional
51871,functional
51952,functional
51337,functional
4644,functional
16329,functional
22933,functional
11640,non functional
69348,functional
45867,functional
13426,non functional
49142,functional
74170,functional
15996,functional
32054,functional
39432,non functional
27257,non functional
11318,non functional
63694,non functional
43245,functional
59870,non functional
7839,functional
67579,non functional
73719,functional
66399,functional
26113,non functional
14235,non functional
56041,functional
27792,functional
4364,functional
19791,functional
64880,functional
33713,functional
28053,non functional
71801,functional
45975,non functional
68043,functional
11780,functional
30112,functional
61990,functional
20010,non functional
30912,non functional
25435,non functional
68099,functional
35101,functional needs repair
61642,non functional
3224,functional
35215,functional
68010,non functional
4337,functional
37348,functional
62739,functional
71465,functional
53652,functional
64123,functional needs repair
42298,functional
13888,non functional
22860,functional
26660,non functional
65091,non functional
38298,functional
26878,functional
3472,functional
46357,non functional
34717,functional
51181,non functional
54613,non functional
11596,functional
66845,functional needs repair
68504,functional
33802,functional
62118,functional
58606,non functional
21236,non functional
42638,functional
44372,functional
6667,non functional
23558,non functional
47721,functional
20329,functional
21650,functional
11441,functional
67774,functional
59334,functional
35924,functional
69687,functional
64565,non functional
73693,functional
25620,functional
61635,functional
22544,functional
11239,functional
30588,non functional
70325,functional
15867,non functional
35387,functional
14485,non functional
18207,functional
44361,functional
43402,functional
33570,functional
38697,non functional
19720,functional
49270,non functional
4353,functional
15393,non functional
62380,functional
68177,functional
38278,non functional
71386,non functional
60164,non functional
47099,functional
18021,functional
52603,functional
66737,non functional
2606,functional
52890,non functional
